,Words,Upanishad_Counts
7982,whenever,1
7983,distinctive,0
7984,ordereth,0
7985,indications,0
7986,prevent,0
7987,uncomprehended,0
7988,every,14
7989,crying,0
7990,enkindled,0
7991,compounded,0
7992,blessings,1
7993,savour,0
7994,confirms,1
7995,diamond,0
7996,ward,0
7997,toyshop,0
7998,sweep,0
7999,resisted,0
8000,mockeries,0
8001,mountains,1
8002,galbanum,0
8003,rapidly,0
8004,nourishes,0
8005,tongueconsciousness,0
8006,sirach,0
8007,wrangling,0
8008,obscureth,0
8009,ground,0
8010,pronounced,0
8011,dimension,0
8012,feasting,0
8013,fortune,0
8014,solicitous,0
8015,governed,2
8016,miseries,0
8017,onward,0
8018,animosity,0
8019,lays,0
8020,truer,0
8021,husbands,0
8022,propertysariputta,0
8023,registered,0
8024,counterfeit,0
8025,entangled,0
8026,injustice,0
8027,destruction,0
8028,isaac,0
8029,enable,0
8030,youthful,1
8031,silver,0
8032,aswattha,1
8033,smallness,0
8034,fleeting,5
8035,murdered,0
8036,shades,0
8037,scorpion,0
8038,trend,1
8039,lowliness,0
8040,solicitude,0
8041,phenomena,2
8042,lonely,0
8043,entirely,1
8044,move,2
8045,tortoiseformed,0
8046,tho,0
8047,evolution,1
8048,glance,0
8049,constructively,0
8050,friends,0
8051,om,1
8052,exhibit,0
8053,th,0
8054,faithless,0
8055,sariputta,0
8056,reign,0
8057,assaulted,0
8058,prone,0
8059,slippeth,0
8060,bars,0
8061,disciple,11
8062,length,0
8063,phases,0
8064,raise,0
8065,element,0
8066,divisive,0
8067,gripes,0
8068,slighted,0
8069,west,0
8070,ducal,0
8071,travel,3
8072,dwelling,10
8073,usefulness,0
8074,devoted,0
8075,evolved,1
8076,rubbing,1
8077,invented,0
8078,verses,5
8079,darksome,0
8080,stalks,0
8081,arduous,0
8082,dignity,0
8083,externalization,0
8084,abhorreth,0
8085,cave,4
8086,sacrament,0
8087,pure,11
8088,tribe,0
8089,bliss,3
8090,bountiful,0
8091,attaining,4
8092,beautiful,1
8093,insight,0
8094,allowed,0
8095,dung,0
8096,buddhist,0
8097,diminished,0
8098,truths,0
8099,breathe,0
8100,phenomenon,0
8101,obscured,1
8102,refraining,0
8103,dominion,1
8104,quickly,1
8105,secret,5
8106,directs,1
8107,disturbed,0
8108,pot,0
8109,prerequisite,0
8110,since,5
8111,empties,0
8112,kinships,0
8113,hall,0
8114,repetition,0
8115,em,0
8116,affect,1
8117,uncontrolled,3
8118,pushes,0
8119,nehemias,0
8120,pacified,1
8121,thraldom,0
8122,made,6
8123,quietly,0
8124,everyone,0
8125,pleasing,1
8126,windy,0
8127,see,11
8128,watery,0
8129,tallies,0
8130,pensiveness,0
8131,enlightener,0
8132,pushan,2
8133,attend,0
8134,anxiety,0
8135,seeking,1
8136,prospered,0
8137,thrills,0
8138,comment,0
8139,lifecircle,0
8140,incline,0
8141,cooking,0
8142,spread,1
8143,festival,0
8144,conception,7
8145,fills,0
8146,rocks,1
8147,despising,0
8148,fine,0
8149,overthroweth,0
8150,thirty,0
8151,inquire,0
8152,hear,5
8153,eateth,0
8154,appoint,0
8155,turned,3
8156,forswear,0
8157,stubborn,0
8158,cry,0
8159,psaltery,0
8160,emotion,0
8161,necessity,0
8162,blurred,0
8163,perceptibility,0
8164,ones,2
8165,watchfulness,0
8166,audible,0
8167,watching,0
8168,outward,1
8169,black,0
8170,perceives,5
8171,oxen,0
8172,overshadowed,0
8173,advanced,0
8174,covereth,0
8175,subtilty,0
8176,images,0
8177,nearness,0
8178,observing,0
8179,clingingclingingsustenance,0
8180,added,0
8181,woes,0
8182,set,2
8183,cheerfully,0
8184,personal,4
8185,fabricationsmental,0
8186,humiliated,0
8187,till,0
8188,roar,0
8189,unlooked,0
8190,wounds,0
8191,heareth,0
8192,immovable,2
8193,cautions,0
8194,displays,0
8195,censured,0
8196,deferreth,0
8197,articles,0
8198,nothingness,0
8199,contemplate,0
8200,fearful,0
8201,seest,1
8202,loath,0
8203,artificer,0
8204,travels,4
8205,met,0
8206,future,5
8207,limitations,2
8208,exalted,0
8209,walketh,0
8210,moderation,0
8211,business,0
8212,disperse,0
8213,displeaseth,0
8214,rice,0
8215,slips,0
8216,reverent,0
8217,joyous,0
8218,reverting,0
8219,hardness,0
8220,shedding,0
8221,red,0
8222,adopt,0
8223,grows,0
8224,deals,1
8225,glad,0
8226,budding,0
8227,enjoyer,4
8228,needs,0
8229,sittest,0
8230,eclipsed,0
8231,engagement,0
8232,exuberant,0
8233,abandons,0
8234,well,10
8235,cheerfulness,0
8236,hatest,0
8237,state,7
8238,stained,0
8239,production,0
8240,whitened,0
8241,revered,1
8242,developed,1
8243,regarded,4
8244,enactments,0
8245,aromatical,0
8246,admireth,0
8247,foothold,0
8248,shots,0
8249,turner,0
8250,inversion,0
8251,lifeless,0
8252,postponement,0
8253,stout,0
8254,taketh,0
8255,kettle,0
8256,erred,0
8257,thinkest,3
8258,modern,0
8259,reigned,0
8260,sparingly,0
8261,visual,0
8262,thoughts,2
8263,illumines,1
8264,attire,0
8265,explains,1
